Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU)
03/29/17,15.03,183,9.94,7.97,377.03,2.89
03/30/17,15.44,179,10.08,8.02,384.54,5.03
03/31/17,15.70,177,9.56,7.85,383.59,5.20
04/01/17,16.08,152,6.96,7.77,383.67,4.45
04/02/17,16.15,182,8.53,7.58,386.90,2.82
04/03/17,16.24,178,8.97,7.68,390.83,5.15
04/04/17,16.71,175,7.96,7.46,386.52,3.05
04/05/17,17.13,175,8.89,7.64,386.39,4.60
04/06/17,16.80,177,9.54,7.84,386.57,9.45
04/07/17,16.56,179,9.76,7.96,387.26,6.12
04/08/17,16.69,184,9.45,7.89,385.24,4.42
04/09/17,16.58,178,9.75,7.95,385.34,5.11
04/10/17,16.95,178,9.64,7.95,381.84,4.27
04/11/17,17.21,178,7.22,7.51,383.83,2.12
04/12/17,17.35,178,6.63,7.41,385.89,1.42
04/13/17,17.49,177,7.68,7.50,378.18,1.49
04/14/17,17.77,176,7.99,7.59,383.09,1.56
04/15/17,17.84,177,8.52,7.64,379.60,2.30
04/16/17,18.46,174,8.17,7.53,385.91,1.71
04/17/17,18.82,125,3.79,7.33,383.49,1.54
04/18/17,,92,1.89,7.31,381.02,1.12
04/19/17,,85,1.63,7.36,384.76,1.63
04/20/17,,80,1.29,7.28,383.95,1.36
04/21/17,,81,1.49,7.40,380.94,3.42
04/22/17,,,,,,
04/23/17,,,,,,
04/24/17,,,,,,
04/25/17,,,,,,
04/26/17,,,,,,
04/27/17,,,,,,
04/28/17,,,,,,
04/29/17,,,,,,
04/30/17,,,,,,
05/01/17,,,,,,
05/02/17,,,,,,
05/03/17,,,,,,
05/04/17,,,,,,
05/05/17,,,,,,
05/06/17,,,,,,
05/07/17,,,,,,
05/08/17,,,,,,
05/15/17,,,,,,
05/16/17,,,,,,
05/17/17,,,,,,
05/18/17,,,,,,
05/19/17,,,,,,
05/20/17,,,,,,
05/21/17,,,,,,
05/22/17,,,,,,
05/23/17,23.82,153,8.33,7.59,366.62,5.09
05/24/17,23.55,152,8.20,7.57,375.55,7.42
05/25/17,23.23,151,7.57,7.44,374.55,5.77
05/26/17,23.23,151,7.60,7.42,373.42,6.05
05/27/17,23.61,151,7.31,7.38,371.85,5.97
05/28/17,23.35,149,7.45,7.39,374.23,5.99
05/29/17,23.66,151,7.36,7.36,376.69,5.94
05/30/17,23.87,149,7.49,7.34,375.63,6.29
05/31/17,24.11,148,7.39,7.33,376.92,6.33
06/01/17,24.55,148,7.48,7.29,381.13,5.76
06/02/17,24.78,147,7.58,7.31,380.80,5.06
06/03/17,25.19,147,7.71,7.30,377.11,5.28
06/04/17,25.76,144,7.42,7.28,375.69,4.28
06/05/17,25.73,142,7.06,7.25,385.43,4.34
06/06/17,26.07,141,7.55,7.30,386.54,5.01
06/07/17,26.01,142,7.70,7.32,385.61,5.43
06/08/17,25.75,142,7.34,7.24,382.04,6.05
06/09/17,25.53,140,6.78,7.13,379.73,5.32
06/10/17,25.56,140,7.17,7.18,380.93,7.79
06/11/17,25.72,138,7.37,7.20,380.58,8.03
06/12/17,26.05,138,7.23,7.20,379.89,4.76
06/13/17,26.67,139,7.76,7.26,380.02,4.42
06/14/17,27.14,139,8.27,7.27,381.68,4.95
06/15/17,27.52,137,8.27,7.33,381.89,4.27
06/16/17,27.68,139,8.23,7.29,381.74,3.57
06/17/17,27.54,140,7.89,7.25,380.55,4.12
06/18/17,27.25,139,6.74,7.18,379.89,3.02
06/19/17,27.36,139,6.34,7.10,380.12,2.69
06/20/17,27.33,137,6.12,7.07,379.37,3.15
06/21/17,28.01,136,8.51,7.36,380.25,2.97
06/22/17,27.24,139,7.06,7.21,379.30,5.48
06/23/17,26.86,143,6.42,7.16,380.33,5.81
06/24/17,26.70,150,6.29,7.20,379.20,4.14
06/25/17,26.82,154,6.66,7.18,379.67,2.96
06/26/17,26.88,154,7.66,7.31,378.72,3.06
06/27/17,26.89,150,8.21,7.37,378.47,2.64
06/28/17,26.79,147,8.25,7.41,379.74,40.67
06/29/17,26.72,148,7.81,7.40,382.37,3.44
06/30/17,26.76,147,7.42,7.33,383.72,2.88
07/01/17,26.84,144,6.41,7.17,386.22,2.80
07/02/17,26.89,142,7.08,7.20,386.08,3.09
07/03/17,27.02,142,7.21,7.22,386.89,3.48
07/04/17,27.02,142,7.52,7.23,387.60,3.10
07/05/17,27.08,142,6.42,7.06,386.18,2.53
07/06/17,27.02,142,6.33,7.02,384.35,2.39
07/07/17,27.32,145,6.17,7.03,384.95,2.81
07/08/17,27.72,148,6.74,7.14,385.74,13.11
07/09/17,27.98,148,6.82,7.06,386.84,3.59
07/10/17,28.27,153,6.70,7.07,387.81,2.79
07/11/17,28.87,152,7.37,7.11,387.81,1.87
07/12/17,28.87,155,7.14,7.11,388.48,2.22
07/13/17,28.96,154,6.49,7.07,386.46,3.13
07/14/17,29.25,152,7.46,7.19,391.13,3.43
07/15/17,29.67,152,7.93,7.22,391.22,3.57
07/16/17,29.50,152,7.07,7.09,390.57,3.30
07/17/17,29.28,153,6.04,6.95,387.69,3.57
07/18/17,29.54,152,6.55,6.99,386.23,5.08
07/19/17,29.88,152,6.45,6.95,388.61,5.19
07/20/17,29.87,158,6.49,6.98,389.97,5.50
07/21/17,30.19,156,7.40,7.06,391.50,9.24
07/22/17,30.37,157,6.83,7.05,394.75,54.38
07/23/17,30.46,158,6.17,7.03,398.53,55.91
07/24/17,30.36,161,5.13,6.92,393.14,28.06
07/25/17,30.54,159,5.45,6.92,394.82,15.34
07/26/17,30.31,160,5.12,6.93,396.41,14.42
07/27/17,30.36,159,5.22,6.97,402.32,11.45
07/28/17,30.15,158,5.50,7.05,412.64,8.32
07/29/17,29.83,158,6.24,7.12,427.50,5.05
07/30/17,29.24,160,5.89,7.03,423.82,4.73
07/31/17,28.84,159,5.04,6.93,415.25,3.84
08/01/17,29.43,147,5.05,7.00,379.46,-0.05
08/02/17,29.37,148,4.11,6.96,361.60,-0.05
08/03/17,29.36,145,4.93,7.01,388.25,2.80
08/04/17,29.12,146,5.31,7.04,403.06,1.99
08/05/17,28.72,146,5.80,7.07,420.62,0.34
08/06/17,28.36,145,5.49,7.02,434.26,-0.37
08/07/17,28.03,143,5.15,7.00,439.86,-0.16
08/08/17,28.00,142,5.19,6.99,445.75,-0.65
08/09/17,27.92,140,5.83,7.03,447.72,-0.52
08/10/17,27.93,138,5.56,6.97,438.47,-1.02
08/11/17,27.94,138,5.80,7.01,427.36,-0.75
08/12/17,27.98,136,5.89,7.05,427.71,-0.43
08/13/17,27.73,136,5.08,6.93,435.20,-1.01
08/14/17,27.86,132,5.03,6.89,437.80,-0.34
08/15/17,27.82,139,4.74,6.91,423.77,-0.47
08/16/17,28.01,139,5.10,6.95,416.19,0.35
08/17/17,28.17,139,4.95,6.93,433.15,0.41
08/18/17,28.33,139,4.91,6.92,440.00,0.94
08/19/17,28.50,142,5.40,7.00,437.52,1.44
08/20/17,28.87,141,5.94,7.05,426.81,0.88
08/21/17,29.07,140,6.17,7.07,432.31,1.67
08/22/17,28.98,139,5.65,7.04,438.53,2.84
08/23/17,28.92,143,6.41,7.19,427.75,4.43
08/24/17,28.74,144,5.78,7.11,434.80,4.30
08/25/17,28.34,142,6.03,7.11,433.31,5.35
08/26/17,28.09,140,5.84,7.08,435.73,3.89
08/27/17,27.72,140,5.36,7.02,445.66,5.24
08/28/17,27.62,140,5.18,7.00,444.67,9.11
08/29/17,27.43,139,5.15,6.96,441.73,13.78
08/30/17,27.50,140,5.22,6.94,444.73,14.66
08/31/17,27.04,143,5.18,6.95,447.67,14.22
09/01/17,26.19,141,6.40,7.18,418.71,20.25
09/02/17,25.18,143,6.57,7.24,417.88,5.35
09/03/17,25.10,145,6.14,7.16,423.95,6.04
09/04/17,25.20,144,6.10,7.14,424.09,9.44
09/05/17,25.12,141,6.41,7.17,418.61,9.29
09/06/17,24.67,139,6.51,7.19,425.33,11.42
09/07/17,24.58,136,6.35,7.13,436.68,9.74
09/08/17,24.36,134,6.30,7.10,437.92,12.49
09/09/17,24.52,131,7.19,7.18,432.94,11.98
09/10/17,24.14,128,6.73,7.09,432.83,12.96
09/11/17,23.64,128,6.54,7.08,428.07,16.20
09/12/17,23.15,134,6.31,7.07,427.50,15.55
09/13/17,22.74,135,6.25,7.06,428.64,12.66
09/14/17,22.57,134,6.14,7.03,428.77,12.70
09/15/17,22.98,133,6.05,7.02,425.64,14.27
09/16/17,23.65,132,6.35,7.03,426.13,15.96
09/17/17,24.13,134,6.71,7.09,421.80,15.68
09/18/17,24.85,135,7.56,7.20,417.99,13.33
09/19/17,24.87,135,6.43,7.04,424.09,15.12
09/20/17,24.87,140,7.48,7.24,420.83,15.24
09/21/17,25.60,137,6.82,7.06,424.54,13.50
09/22/17,26.13,143,7.95,7.27,418.13,7.70
09/23/17,26.46,143,8.12,7.24,418.83,8.49
09/24/17,26.65,146,8.05,7.21,419.16,8.99
09/25/17,26.67,148,7.45,7.12,419.84,11.59
09/26/17,27.05,145,6.71,7.01,424.14,15.86
09/27/17,27.04,151,7.70,7.34,411.62,14.81
09/28/17,26.16,150,6.99,7.18,416.81,13.04
09/29/17,25.73,146,6.29,7.08,427.15,14.34
09/30/17,25.17,143,6.18,7.05,423.92,16.50
10/01/17,24.57,142,5.79,7.00,413.18,17.06
10/02/17,24.05,142,6.36,7.06,418.89,18.78
10/03/17,23.87,142,6.35,7.07,419.86,23.95
10/04/17,23.93,140,5.92,7.02,421.73,25.34
10/05/17,23.89,141,5.97,7.01,419.64,30.31
10/06/17,23.87,143,5.93,7.00,424.70,30.13
10/07/17,23.69,146,6.28,7.07,427.31,32.64
10/08/17,23.58,147,6.23,7.07,432.21,35.55
10/09/17,23.66,149,6.09,7.05,434.30,40.74
10/10/17,24.03,147,6.10,7.07,436.11,43.00
10/11/17,23.64,149,6.29,7.10,432.95,41.36
10/12/17,23.30,154,5.91,7.06,438.48,40.48
10/13/17,23.11,156,5.84,7.06,442.60,43.46
10/14/17,,,,,,
10/15/17,,,,,,
10/16/17,21.98,168,7.25,7.08,401.62,2.19
10/17/17,21.60,166,7.12,7.08,402.12,1.22
10/18/17,21.17,165,7.29,7.15,399.64,1.45
10/19/17,20.88,165,7.42,7.17,399.42,1.45
10/20/17,20.74,164,7.41,7.16,401.29,1.28
10/21/17,20.46,163,7.66,7.21,398.73,1.69
10/22/17,20.28,163,8.08,7.30,398.59,2.42
10/23/17,20.11,164,7.97,7.29,400.09,2.05
10/24/17,19.66,166,8.02,7.30,401.70,2.19
10/25/17,18.90,167,8.15,7.33,402.02,1.95
10/26/17,18.39,167,8.30,7.35,400.98,2.08
10/27/17,18.12,172,8.37,7.39,399.34,3.01
10/28/17,17.12,174,8.55,7.42,399.25,3.18
10/29/17,16.44,174,8.64,7.43,393.80,2.77
10/30/17,15.93,172,8.73,7.44,391.85,2.72
10/31/17,15.65,172,8.75,7.43,393.79,2.60
11/01/17,15.29,170,8.87,7.43,392.60,2.77
11/02/17,15.41,170,9.09,7.45,395.63,2.93
11/03/17,15.82,172,8.91,7.42,399.00,2.62
11/04/17,16.13,170,8.91,7.31,367.38,2.08
11/05/17,16.75,173,8.74,7.31,368.01,2.67
11/06/17,17.05,174,8.76,7.32,374.76,2.91
11/07/17,17.04,175,8.70,7.31,373.57,3.70
11/08/17,16.94,175,8.67,7.29,375.03,3.48
11/09/17,16.58,174,8.70,7.26,377.76,3.00
11/10/17,16.04,172,8.85,7.25,378.76,3.57
11/11/17,15.39,170,8.85,7.17,385.17,3.26
11/12/17,14.88,168,8.89,7.15,385.44,3.92
11/13/17,14.55,167,8.95,7.14,387.55,4.89
11/14/17,14.36,169,8.91,7.12,389.79,4.87
11/15/17,14.10,172,9.02,7.14,389.74,3.90
11/16/17,14.17,173,9.04,7.15,390.83,3.42
11/17/17,13.77,172,9.29,7.17,387.98,3.22
11/18/17,13.88,171,9.45,7.19,387.19,6.17
11/19/17,13.36,171,9.60,7.19,378.66,3.88
11/20/17,13.18,171,9.63,7.19,334.06,2.92
11/21/17,12.97,170,9.64,7.19,332.78,3.65
11/22/17,12.53,170,9.85,7.21,322.73,3.31
11/23/17,12.08,172,9.89,7.15,321.24,2.45
11/24/17,11.84,174,9.98,7.14,303.99,2.66
11/25/17,11.78,174,10.03,7.13,300.02,2.48
11/26/17,11.88,174,9.97,7.12,302.37,1.61
11/27/17,11.75,173,10.16,7.14,304.56,1.82
11/28/17,11.74,175,10.14,7.12,297.99,1.98
11/29/17,12.01,177,9.96,7.08,306.39,1.65
11/30/17,12.07,176,10.08,7.10,309.24,1.84
12/01/17,12.11,176,9.89,7.04,318.87,1.61
12/02/17,12.14,175,9.93,7.03,330.12,1.57
12/03/17,12.18,175,9.95,7.11,381.36,1.67
12/04/17,12.22,175,10.10,7.21,389.94,2.44
12/05/17,12.25,173,10.16,7.26,390.62,2.67
12/06/17,11.84,172,10.07,7.24,400.60,1.67
12/07/17,11.37,173,10.27,7.27,392.49,2.19
12/08/17,10.90,173,10.24,7.23,402.90,3.02
12/09/17,9.98,173,10.41,7.19,392.45,1.88
12/10/17,9.45,173,10.50,7.15,396.89,1.42
12/11/17,9.00,172,10.85,7.18,392.40,1.53
12/12/17,8.69,172,11.13,7.23,379.63,3.06
12/13/17,8.38,171,11.01,7.18,383.98,1.41
12/14/17,8.20,170,11.13,7.21,381.67,1.63
12/15/17,7.78,170,11.19,7.18,386.62,1.15
12/16/17,7.54,170,11.29,7.17,386.84,1.30
12/17/17,7.44,170,11.48,6.88,357.61,1.13
12/18/17,7.59,170,11.32,6.74,363.36,1.18
12/19/17,7.65,169,11.41,6.78,370.99,1.18
12/20/17,8.05,172,11.24,6.99,393.09,1.25
12/21/17,8.18,174,11.23,7.00,388.48,1.51
12/22/17,8.83,174,11.01,7.03,407.35,1.45
12/23/17,9.22,169,10.85,7.12,404.48,5.18
12/24/17,9.22,163,10.79,7.13,408.08,6.82
12/25/17,8.76,160,10.79,7.13,406.40,5.68
12/26/17,8.70,153,10.68,7.09,407.06,9.14
12/27/17,8.38,139,10.65,7.02,408.39,20.08
12/28/17,7.54,134,10.68,6.90,408.15,16.84
12/29/17,7.18,135,10.65,6.87,407.54,12.79
12/30/17,6.65,138,10.94,6.49,382.28,13.45
12/31/17,5.81,143,11.35,6.46,385.93,11.26
01/01/18,4.74,145,11.86,6.52,385.23,9.34
01/02/18,3.75,146,12.17,6.53,390.66,7.23
01/03/18,3.49,148,12.23,6.50,393.43,7.00
01/04/18,2.75,147,12.56,6.47,393.57,7.00
01/05/18,2.70,149,12.56,6.45,399.32,5.49
01/06/18,2.20,150,12.73,6.41,401.60,5.38
01/07/18,1.83,149,13.04,6.39,400.22,5.68
01/08/18,2.55,148,12.66,6.33,402.90,4.80
01/09/18,2.37,149,12.84,6.28,408.09,4.52
01/10/18,3.23,152,12.79,6.33,403.85,4.72
01/11/18,4.21,154,12.52,6.38,402.55,4.62
01/12/18,3.34,150,12.62,6.40,398.19,8.20
01/13/18,3.10,151,12.75,6.52,398.01,7.29
01/14/18,2.82,149,12.72,6.61,403.29,4.99
01/15/18,2.92,150,12.69,6.69,402.93,5.31
01/16/18,2.68,152,12.82,6.74,402.05,5.76
01/17/18,2.33,152,12.89,6.73,405.10,5.58
01/18/18,2.07,151,12.89,6.69,410.24,5.54
01/19/18,2.07,150,12.95,6.69,411.71,5.88
01/20/18,2.42,148,13.05,6.70,412.74,5.26
01/21/18,2.78,147,13.01,6.69,413.62,4.99
01/22/18,3.48,148,12.95,6.72,408.37,5.81
01/23/18,3.24,149,12.82,6.69,415.40,5.76
01/24/18,3.61,149,12.65,6.68,420.31,5.40
01/25/18,3.94,149,12.68,6.67,420.42,5.66
01/26/18,4.48,146,12.58,6.60,417.30,5.71
01/27/18,4.85,141,12.37,6.61,422.18,6.17
01/28/18,5.09,142,12.28,6.61,425.68,6.08
01/29/18,5.25,146,12.26,6.63,419.27,7.62
01/30/18,5.19,148,12.26,6.60,421.77,5.82
01/31/18,5.01,150,12.42,6.67,417.55,5.14
02/01/18,5.48,152,12.36,6.70,415.23,5.45
02/02/18,4.97,153,12.37,6.66,417.53,4.46
02/03/18,4.45,153,12.67,6.64,418.21,4.00
02/04/18,4.86,153,12.59,6.64,415.17,5.42
02/05/18,4.79,154,12.47,6.59,420.09,4.96
02/06/18,4.87,152,12.40,6.60,422.13,4.48
02/07/18,4.71,152,12.60,6.61,415.78,5.71
02/08/18,4.63,151,12.58,6.53,421.80,4.52
02/09/18,5.09,152,12.97,6.61,411.47,4.85
02/10/18,5.74,154,13.63,6.90,371.68,10.59
02/11/18,6.14,152,13.43,7.09,352.62,24.39
02/12/18,6.11,148,13.17,7.08,354.09,27.46
02/13/18,6.68,141,13.03,7.16,339.13,36.43
02/14/18,7.78,134,12.48,7.13,349.17,48.08
02/15/18,8.92,132,12.10,7.05,361.97,60.72
02/16/18,9.80,133,11.65,6.88,385.76,49.52
02/17/18,9.48,130,11.44,6.64,405.13,31.90
02/18/18,9.45,131,11.57,6.53,411.59,34.98
02/19/18,10.20,133,11.51,6.54,416.28,37.19
02/20/18,11.29,134,11.33,6.56,425.41,38.95
02/21/18,11.73,132,11.13,6.55,440.74,33.18
02/22/18,11.55,129,10.91,6.51,444.17,25.17
02/23/18,11.75,124,10.69,6.46,450.72,23.80
02/24/18,12.27,120,10.50,6.46,456.20,27.91
02/25/18,12.65,117,10.35,6.45,460.61,29.08
02/26/18,12.64,119,10.35,6.46,460.86,28.14
03/29/18,12.87,144,9.69,7.35,395.87,13.85
03/30/18,12.91,143,9.74,7.25,360.54,7.84
03/31/18,13.12,142,9.60,7.18,359.36,5.36
04/01/18,13.51,140,9.57,7.20,370.61,5.85
04/02/18,13.28,140,9.51,7.26,385.79,4.49
04/03/18,13.21,137,9.52,7.29,384.21,5.53
04/04/18,13.35,136,9.64,7.32,374.71,6.07
04/05/18,13.26,134,9.57,7.40,369.36,4.20
04/06/18,13.28,131,9.39,7.39,380.41,6.67
04/07/18,12.96,131,9.48,7.30,381.57,6.97
04/08/18,12.38,132,9.50,7.40,381.49,5.93
04/09/18,12.22,133,9.53,7.41,375.81,6.79
04/10/18,12.22,135,9.58,7.40,369.09,6.44
04/11/18,12.19,136,9.59,7.43,361.82,5.80
04/12/18,12.44,138,9.69,7.43,351.81,5.96
04/13/18,13.13,140,9.69,7.42,357.86,5.71
04/14/18,13.96,140,9.61,7.49,378.28,5.71
04/15/18,13.83,143,9.44,7.49,392.57,4.64
04/16/18,13.50,147,9.54,7.47,394.08,4.29
04/17/18,13.61,149,9.47,7.46,394.69,3.41
04/18/18,13.93,149,9.35,7.44,391.88,7.13
04/19/18,14.14,150,9.43,7.44,397.71,6.87
04/20/18,14.37,151,9.40,7.44,403.81,3.80
04/21/18,14.97,150,9.30,7.40,408.83,3.27
04/22/18,15.07,149,9.17,7.37,406.93,3.75
04/23/18,15.21,148,9.23,7.39,408.62,4.17
04/24/18,15.46,147,9.07,7.32,416.08,3.91
04/25/18,15.70,149,8.94,7.30,418.93,4.00
04/26/18,15.99,151,8.83,7.26,425.48,4.09
04/27/18,16.24,147,8.64,7.19,430.39,5.80
04/28/18,16.38,141,8.45,7.14,435.55,7.68
04/29/18,16.49,140,8.49,7.15,437.74,6.42
04/30/18,16.69,141,8.50,7.13,438.11,5.82
05/01/18,17.02,143,8.54,7.10,437.09,5.50
05/02/18,17.60,141,8.58,7.09,437.10,5.18
05/03/18,18.11,140,8.50,7.20,443.97,4.80
05/04/18,18.42,140,8.46,7.29,448.20,4.56
05/05/18,18.82,138,8.20,7.24,450.37,4.18
05/06/18,18.98,138,8.31,7.24,449.30,3.41
05/07/18,19.45,140,8.43,7.26,446.51,3.57
05/08/18,19.75,139,8.48,7.26,444.36,2.32
05/09/18,19.97,139,8.49,7.27,442.63,3.32
05/10/18,20.66,138,8.15,7.24,442.86,2.36
05/11/18,21.09,140,8.40,7.26,439.52,2.71
05/12/18,21.73,140,8.30,7.26,438.38,2.61
05/13/18,22.49,140,8.42,7.25,435.75,2.56
05/14/18,23.00,139,8.31,7.23,434.73,3.10
05/15/18,23.87,137,8.92,7.29,430.21,3.74
05/16/18,24.39,135,9.02,7.30,428.37,5.28
05/17/18,24.77,134,7.62,7.14,435.53,47.15
05/18/18,24.52,133,7.26,7.13,437.78,52.93
05/19/18,24.58,133,7.88,7.23,437.98,36.59
05/20/18,24.51,133,7.84,7.21,442.81,63.76
05/21/18,24.41,133,7.25,7.12,444.96,59.27
05/22/18,24.63,133,6.79,7.06,452.20,43.02
05/23/18,25.18,132,6.81,7.04,459.90,73.52
05/24/18,25.50,134,5.75,6.92,467.03,91.55
05/25/18,25.60,133,5.83,6.93,480.66,108.32
05/26/18,25.62,133,6.35,6.95,483.10,141.82
05/27/18,25.92,131,5.83,6.92,488.39,199.24
05/28/18,26.48,129,5.96,6.91,486.95,322.24
05/29/18,26.49,130,5.37,6.85,486.10,206.95
05/30/18,26.20,131,5.38,6.90,483.52,403.42
05/31/18,26.16,133,5.24,6.90,468.71,1010.01
06/01/18,26.22,137,4.91,6.91,456.42,1298.03
06/02/18,26.34,138,4.04,6.90,448.49,1303.18
06/03/18,26.53,137,4.94,6.95,446.60,1256.00
06/04/18,26.43,134,4.93,6.90,452.31,1304.08
06/05/18,26.35,133,3.47,6.82,455.03,1303.38
06/06/18,26.48,133,5.36,6.84,414.85,7.04
06/07/18,26.79,135,5.25,6.85,420.22,9.95
06/08/18,27.13,135,5.76,6.85,422.44,33.10
06/09/18,27.55,136,6.08,6.91,422.18,262.42
06/10/18,27.79,135,5.96,6.93,419.68,797.90
06/11/18,28.23,136,6.38,6.99,419.46,1245.33
06/12/18,28.38,134,6.19,6.97,423.54,1322.05
06/13/18,28.23,135,5.86,6.95,429.87,1320.61
06/14/18,28.29,136,4.39,6.83,435.53,1321.20
06/15/18,28.72,137,4.61,6.81,438.57,1325.21
06/16/18,29.14,137,5.05,6.82,443.94,1329.14
06/17/18,29.42,137,4.66,6.84,451.81,1331.77
06/18/18,29.56,135,2.40,6.81,453.35,1330.82
06/19/18,29.67,138,2.31,6.75,458.21,1334.05
06/20/18,29.64,139,2.62,6.84,444.05,1333.85
06/21/18,,,,,,
06/22/18,,,,,,
06/23/18,,,,,,
06/24/18,,,,,,
06/25/18,,,,,,
06/26/18,,,,,,
06/27/18,,,,,,
06/28/18,,,,,,
06/29/18,,,,,,
06/30/18,,,,,,
07/01/18,,,,,,
07/02/18,,,,,,
07/03/18,,,,,,
07/04/18,,,,,,
07/05/18,,,,,,
07/06/18,,,,,,
07/07/18,,,,,,
07/08/18,,,,,,
07/09/18,,,,,,
07/10/18,,,,,,
07/11/18,,,,,,
07/12/18,,,,,,
07/13/18,,,,,,
07/14/18,,,,,,
07/15/18,,,,,,
07/16/18,,,,,,
07/17/18,,,,,,
07/18/18,,,,,,
07/19/18,,,,,,
07/20/18,,,,,,
07/21/18,,,,,,
07/22/18,,,,,,
07/23/18,,,,,,
07/24/18,,,,,,
07/25/18,,,,,,
07/26/18,,,,,,
07/27/18,29.60,136,7.73,7.56,413.25,10.01
07/28/18,29.05,136,5.45,7.17,418.96,5.79
07/30/18,28.80,133,6.30,7.23,418.32,6.16
07/31/18,28.75,134,6.50,7.25,420.37,5.82
08/01/18,28.58,135,6.24,7.15,423.57,10.96
08/02/18,28.85,136,6.58,7.19,427.19,10.96
08/03/18,28.66,133,6.05,7.09,432.98,8.65
08/04/18,29.01,130,6.52,7.11,434.76,6.93
08/05/18,29.14,129,6.25,7.07,435.44,5.54
08/06/18,29.03,130,6.05,7.06,435.71,4.86
08/07/18,29.08,130,5.92,7.04,441.26,4.84
08/08/18,29.26,131,6.31,7.12,443.27,4.68
08/09/18,29.18,132,6.46,7.19,442.47,4.32
08/10/18,29.16,133,6.32,7.20,447.24,4.34
08/11/18,29.15,133,6.21,7.17,451.90,4.79
08/12/18,29.40,133,7.10,7.31,442.56,4.21
08/13/18,29.37,133,6.48,7.21,449.03,3.53
08/14/18,29.13,134,5.61,7.11,456.07,3.58
08/15/18,29.07,132,5.65,7.11,455.10,4.45
08/16/18,29.01,133,5.68,7.12,456.86,4.41
08/17/18,28.91,134,5.62,7.14,455.94,4.96
08/18/18,28.82,133,5.78,7.16,460.04,5.54
08/19/18,28.77,134,5.87,7.17,464.22,6.46
08/20/18,28.68,134,5.89,7.20,459.61,5.80
08/21/18,28.35,135,6.04,7.23,459.88,5.09
08/22/18,28.01,137,6.46,7.27,455.49,11.12
08/23/18,27.81,139,6.97,7.30,454.65,7.41
08/24/18,27.30,138,6.70,7.28,452.87,7.15
08/25/18,27.14,137,6.53,7.29,452.29,7.23
08/26/18,27.26,135,6.73,7.26,452.73,8.21
08/27/18,27.53,134,6.86,7.28,451.12,12.79
08/28/18,27.83,137,6.83,7.29,450.28,12.78
08/29/18,27.94,139,6.87,7.33,446.97,9.82
08/30/18,28.15,142,7.47,7.43,441.90,7.13
08/31/18,28.09,142,7.14,7.37,444.81,9.17
09/01/18,28.12,143,6.96,7.33,447.33,8.95
09/02/18,28.13,142,6.87,7.28,447.86,7.70
09/03/18,28.47,142,6.94,7.31,446.68,8.90
09/04/18,28.70,144,7.30,7.41,442.51,9.64
09/05/18,28.79,145,6.90,7.34,444.49,12.95
09/06/18,28.71,148,6.66,7.33,446.36,13.67
09/07/18,28.83,148,6.88,7.33,445.91,14.86
09/08/18,28.46,148,6.48,7.30,443.86,14.74
09/09/18,27.87,148,6.06,7.29,440.03,15.82
09/10/18,27.25,149,5.86,7.28,442.02,13.72
09/11/18,26.78,151,6.03,7.31,446.37,16.25
09/12/18,26.41,150,5.98,7.33,445.54,18.23
09/13/18,26.44,158,6.21,7.36,443.93,15.93
09/14/18,26.76,149,6.45,7.41,441.90,14.59
09/15/18,26.76,149,7.22,7.53,434.70,16.92
09/16/18,27.09,152,7.86,7.64,427.64,18.13
09/17/18,27.09,156,5.55,7.30,446.22,17.99
09/18/18,27.30,153,6.04,7.39,444.15,17.80
09/19/18,27.59,152,6.01,7.36,449.30,24.98
09/20/18,27.92,155,6.45,7.35,451.08,37.75
09/21/18,28.09,157,6.55,7.40,448.46,37.50
09/22/18,27.68,160,6.73,7.48,446.02,27.38
09/23/18,26.92,163,6.08,7.35,452.70,81.33
09/24/18,26.46,161,6.41,7.39,451.98,94.93
09/25/18,26.01,159,6.62,7.43,449.54,80.83
09/26/18,25.79,156,6.68,7.46,449.48,24.45
09/27/18,25.10,166,6.63,7.49,446.07,17.60
09/28/18,24.54,165,6.63,7.46,444.13,24.44
09/29/18,24.57,164,6.49,7.44,443.59,15.86
09/30/18,24.62,163,6.26,7.42,441.68,13.99
10/01/18,24.89,160,6.00,7.41,440.52,14.49
10/02/18,25.19,160,6.02,7.40,440.23,16.29
10/03/18,25.51,160,6.31,7.45,442.52,19.38
10/04/18,25.87,160,6.43,7.48,440.87,16.98
10/05/18,26.16,158,6.65,7.50,441.16,17.07
10/06/18,26.35,157,6.84,7.53,439.99,19.15
10/07/18,26.46,157,6.73,7.51,439.38,26.70
10/08/18,26.51,157,6.91,7.54,438.26,24.33
10/09/18,26.47,157,7.04,7.59,436.97,46.21
10/10/18,26.40,159,6.74,7.54,438.49,25.12
10/11/18,25.49,154,7.03,7.58,437.89,10.96
10/12/18,24.53,156,7.25,7.59,437.82,5.83
10/13/18,23.51,157,7.26,7.58,429.57,5.50
10/14/18,22.72,157,7.24,7.56,427.65,5.07
10/15/18,21.87,156,7.30,7.60,429.62,7.34
10/16/18,20.66,157,7.53,7.62,429.89,6.74
10/17/18,19.87,157,7.75,7.65,429.47,7.33
10/18/18,19.43,157,7.83,7.64,428.43,6.83
